GKA,AYGA,-6.081689834590000,145.391998291,,,
MAG,AYMD,-5.20707988739,145.789001465,,,
HGU,AYMH,-5.826789855957030,144.29600524902300,,,
LAE,AYNZ,-6.569803,146.725977,,,
POM,AYPY,-9.443380355834960,147.22000122070300,,,
WWK,AYWK,-3.58383011818,143.669006348,,,
UAK,BGBW,61.1604995728,-45.4259986877,,,
GOH,BGGH,64.19090271,-51.6781005859,,,
SFJ,BGSF,67.0122218992,-50.7116031647,,,
THU,BGTL,76.5311965942,-68.7032012939,,,
AEY,BIAR,65.66000366210940,-18.07270050048830,,,
EGS,BIEG,65.2833023071289,-14.401399612426800,,,
HFN,BIHN,64.295601,-15.2272,,,
HZK,BIHU,65.952301,-17.426001,,,
IFJ,BIIS,66.05809783935550,-23.135299682617200,,,
KEF,BIKF,63.985000610352,-22.605600357056,,,
PFJ,BIPA,65.555801,-23.965,,,
RKV,BIRK,64.1299972534,-21.9405994415,,,
SIJ,BISI,66.133301,-18.9167,,,
VEY,BIVM,63.42430114746090,-20.278900146484400,,,
YAM,CYAM,46.48500061035160,-84.5093994140625,,,
\N,CYAV,50.0564002991,-97.03250122070000,,,
\N,CYAW,44.639702,-63.499401,,,
YAY,CYAY,51.3918991089,-56.083099365200000,,,
YAZ,CYAZ,49.079833,-125.775583,,,
YBB,CYBB,68.534401,-89.808098,,,
YBC,CYBC,49.13249969482420,-68.20439910888670,,,
YBG,CYBG,48.33060073852540,-70.99639892578130,,,
YBK,CYBK,64.29889678960000,-96.077796936,,,
YBL,CYBL,49.950801849365200,-125.27100372314500,,,
YBR,CYBR,49.91,-99.951897,,,
YCB,CYCB,69.1081008911,-105.138000488,,,
YCD,CYCD,49.054970224900000,-123.869862556,,,
YCG,CYCG,49.2963981628,-117.632003784,,,
YCH,CYCH,47.007801,-65.449203,,,
YCL,CYCL,47.990799,-66.330299,,,
YCO,CYCO,67.816704,-115.143997,,,
YCT,CYCT,52.0750007629,-111.444999695,,,
YCW,CYCW,49.1528015137,-121.939002991,,,
YCY,CYCY,70.4860992432,-68.5167007446,,,
YZS,CYZS,64.1932983398,-83.3593978882,,,
YDA,CYDA,64.04309844970700,-139.1280059814450,,,
YDB,CYDB,61.37110137939450,-139.04100036621100,,,
\N,CYDC,49.4681015015,-120.511001587,,,
YDF,CYDF,49.21080017089840,-57.39139938354490,,,
YDL,CYDL,58.4221992493,-130.031997681,,,
YDN,CYDN,51.100799560546900,-100.052001953125,,,
YDQ,CYDQ,55.7422981262207,-120.18299865722700,,,
YEG,CYEG,53.309700012200000,-113.580001831,,,
YEK,CYEK,61.0942001343,-94.07080078120000,,,
YEN,CYEN,49.2103004456,-102.966003418,,,
YET,CYET,53.578899383500000,-116.464996338,,,
YEU,CYEU,79.9946975708,-85.814201355,,,
YEV,CYEV,68.30419921880000,-133.483001709,,,
YFB,CYFB,63.756402,-68.555801,,,
YFC,CYFC,45.868900299072300,-66.53720092773440,,,
YFE,CYFE,48.74610137939450,-69.09719848632810,,,
YFO,CYFO,54.6781005859375,-101.68199920654300,,,
YFR,CYFR,61.1808013916,-113.690002441,,,
YFS,CYFS,61.76020050048830,-121.23699951171900,,,
YGK,CYGK,44.22529983520510,-76.5969009399414,,,
YGL,CYGL,53.625301361084000,-77.7042007446289,,,
YGP,CYGP,48.7752990723,-64.4785995483,,,
YGQ,CYGQ,49.77830123901370,-86.93939971923830,,,
YGR,CYGR,47.42470169067380,-61.778099060058600,,,
YHB,CYHB,52.8166999817,-102.310997009,,,
YHD,CYHD,49.831699,-92.744202,,,
YHI,CYHI,70.76280212402340,-117.80599975585900,,,
YHK,CYHK,68.635597229,-95.84970092770000,,,
YHM,CYHM,43.173599243200000,-79.93499755860000,,,
YHU,CYHU,45.5175018311,-73.4169006348,,,
YHY,CYHY,60.8396987915,-115.782997131,,,
YHZ,CYHZ,44.8807983398,-63.5085983276,,,
YIB,CYIB,48.7738990784,-91.6386032104,,,
YIO,CYIO,72.6832962036,-77.9666976929,,,
YJN,CYJN,45.29439926147460,-73.28109741210940,,,
YJT,CYJT,48.5442008972168,-58.54999923706060,,,
YKA,CYKA,50.7022018433,-120.444000244,,,
YKF,CYKF,43.460800170900000,-80.3786010742,,,
YKL,CYKL,54.805301666259800,-66.8052978515625,,,
YKY,CYKY,51.5175018311,-109.180999756,,,
YKZ,CYKZ,43.86220169067380,-79.37000274658200,,,
YLD,CYLD,47.81999969482420,-83.3467025756836,,,
YLJ,CYLJ,54.125301361084000,-108.52300262451200,,,
YLL,CYLL,53.309200286865200,-110.072998046875,,,
YLT,CYLT,82.51779937740000,-62.2806015015,,,
YLW,CYLW,49.9561004639,-119.377998352,,,
YMA,CYMA,63.61640167236330,-135.8679962158200,,,
YMJ,CYMJ,50.330299377441400,-105.55899810791000,,,
YMM,CYMM,56.653301239,-111.222000122,,,
YMO,CYMO,51.291099548339800,-80.60780334472660,,,
YMW,CYMW,46.2728004456,-75.9906005859,,,
YMX,CYMX,45.679501,-74.038696,,,
YNA,CYNA,50.189998626709000,-61.78919982910160,,,
YND,CYND,45.521701812700000,-75.5635986328,,,
YNM,CYNM,49.76169967651370,-77.80280303955080,,,
YOC,CYOC,67.57060241699220,-139.83900451660200,,,
YOD,CYOD,54.404998779296900,-110.27899932861300,,,
YOJ,CYOJ,58.62139892578130,-117.16500091552700,,,
YOW,CYOW,45.3224983215332,-75.66919708251950,,,
YPA,CYPA,53.214199066200000,-105.672996521,,,
YPE,CYPE,56.226898,-117.446999,,,
YPG,CYPG,49.903099,-98.273817,,,
\N,CYPK,49.21609878540040,-122.70999908447300,,,
YPL,CYPL,51.4463996887207,-90.21420288085940,,,
YPN,CYPN,49.83639907836910,-64.2885971069336,,,
YPQ,CYPQ,44.22999954223630,-78.36329650878910,,,
YPR,CYPR,54.286098480200000,-130.445007324,,,
YPY,CYPY,58.7672004699707,-111.11699676513700,,,
YQA,CYQA,44.974700927734400,-79.30329895019530,,,
YQB,CYQB,46.7911,-71.393303,,,
YQF,CYQF,52.18220138549810,-113.89399719238300,,,
YQG,CYQG,42.27560043334960,-82.95559692382810,,,
YQH,CYQH,60.11640167236330,-128.82200622558600,,,
YQK,CYQK,49.788299560546900,-94.36309814453130,,,
YQL,CYQL,49.6302986145,-112.800003052,,,
YQM,CYQM,46.11220169067380,-64.67859649658200,,,
YQQ,CYQQ,49.71080017089840,-124.88700103759800,,,
YQR,CYQR,50.43190002441410,-104.66600036621100,,,
YQT,CYQT,48.37189865112310,-89.32389831542970,,,
YQU,CYQU,55.1796989441,-118.885002136,,,
YQV,CYQV,51.26470184326170,-102.46199798584000,,,
YQW,CYQW,52.76919937133790,-108.24400329589800,,,
YQX,CYQX,48.9369010925293,-54.56809997558590,,,
YQY,CYQY,46.1614,-60.047798,,,
YQZ,CYQZ,53.026100158691400,-122.51000213623000,,,
YRB,CYRB,74.7169036865,-94.9693984985,,,
YRI,CYRI,47.764400482177700,-69.58470153808590,,,
YRJ,CYRJ,48.52000045776370,-72.2656021118164,,,
YRM,CYRM,52.4296989441,-114.903999329,,,
YRT,CYRT,62.8114013672,-92.1157989502,,,
YSB,CYSB,46.625,-80.79889678955080,,,
YSC,CYSC,45.4385986328125,-71.69139862060550,,,
YSJ,CYSJ,45.31610107421880,-65.89029693603520,,,
YSM,CYSM,60.020301818847700,-111.96199798584000,,,
YSR,CYSR,72.982201,-84.613602,,,
YSU,CYSU,46.44060134887700,-63.83359909057620,,,
YSY,CYSY,71.9938964844,-125.242996216,,,
YTE,CYTE,64.2300033569,-76.5267028809,,,
YTH,CYTH,55.80110168457030,-97.86419677734380,,,
YTR,CYTR,44.118900299072300,-77.5280990600586,,,
YTS,CYTS,48.569698333700000,-81.376701355,,,
YTZ,CYTZ,43.627499,-79.396202,,,
YUB,CYUB,69.43329620361330,-133.0260009765630,,,
YUL,CYUL,45.4706001282,-73.7407989502,,,
YUT,CYUT,66.5214004517,-86.22470092770000,,,
YUX,CYUX,68.77610015870000,-81.2425,,,
YUY,CYUY,48.20610046386720,-78.83560180664060,,,
YVC,CYVC,55.151401519800000,-105.262001038,,,
YVG,CYVG,53.355800628700000,-110.823997498,,,
YVM,CYVM,67.5457992554,-64.03140258790000,,,
YVO,CYVO,48.0532989502,-77.7827987671,,,
YVP,CYVP,58.096099853515600,-68.4269027709961,,,
YVQ,CYVQ,65.28160095214840,-126.7979965209960,,,
YVR,CYVR,49.193901062,-123.183998108,,,
YVT,CYVT,55.8418998718,-108.417999268,,,
YVV,CYVV,44.7458,-81.107201,,,
YWA,CYWA,45.95220184326170,-77.31919860839840,,,
YWG,CYWG,49.909999847400000,-97.2398986816,,,
YWK,CYWK,52.92190170288090,-66.8644027709961,,,
YWL,CYWL,52.1831016541,-122.054000854,,,
YWY,CYWY,63.20940017700200,-123.43699645996100,,,
YXC,CYXC,49.610801696777,-115.78199768066,,,
YXD,CYXD,53.5724983215,-113.521003723,,,
YXE,CYXE,52.170799255371100,-106.69999694824200,,,
YXH,CYXH,50.01890182495120,-110.72100067138700,,,
YXJ,CYXJ,56.23809814453130,-120.73999786377000,,,
YXL,CYXL,50.11389923095700,-91.9052963256836,,,
YXP,CYXP,66.1449966431,-65.71360015870000,,,
YXR,CYXR,47.697400654600000,-79.8473453522,,,
YXS,CYXS,53.8894004822,-122.679000854,,,
YXT,CYXT,54.468498,-128.576009,,,
YXU,CYXU,43.035599,-81.1539,,,
YXX,CYXX,49.025299072265600,-122.36100006103500,,,
YXY,CYXY,60.7095985413,-135.067001343,,,
YYB,CYYB,46.363602,-79.422798,,,
YYC,CYYC,51.113899231,-114.019996643,,,
YYD,CYYD,54.82469940185550,-127.18299865722700,,,
YYE,CYYE,58.8363990784,-122.597000122,,,
YYF,CYYF,49.46310043334960,-119.60199737548800,,,
YYG,CYYG,46.290000915527300,-63.12110137939450,,,
YYH,CYYH,69.5466995239,-93.5766983032,,,
YYJ,CYYJ,48.646900177,-123.426002502,,,
YYL,CYYL,56.86389923095700,-101.07599639892600,,,
YYN,CYYN,50.291900634800000,-107.691001892,,,
YYQ,CYYQ,58.739200592041000,-94.06500244140630,,,
YYR,CYYR,53.3191986084,-60.4258003235,,,
YYT,CYYT,47.618598938,-52.7518997192,,,
YYU,CYYU,49.41389846801760,-82.46749877929690,,,
YYW,CYYW,50.29029846191410,-88.90969848632810,,,
YYY,CYYY,48.60860061645510,-68.20809936523440,,,
YYZ,CYYZ,43.6772003174,-79.63059997560000,,,
YZD,CYZD,43.74250030517580,-79.4655990600586,,,
YZE,CYZE,45.88529968261720,-82.56780242919920,,,
YZF,CYZF,62.462799072265600,-114.44000244140600,,,
YZH,CYZH,55.2930984497,-114.777000427,,,
YZP,CYZP,53.25429916380000,-131.813995361,,,
YZR,CYZR,42.9994010925293,-82.30889892578130,,,
YZT,CYZT,50.680599212646500,-127.36699676513700,,,
YZU,CYZU,54.14390182495120,-115.78700256347700,,,
YZV,CYZV,50.22330093383790,-66.2656021118164,,,
YZW,CYZW,60.17279815673830,-132.7429962158200,,,
YZX,CYZX,44.98440170288090,-64.91690063476560,,,
ZFA,CZFA,62.20750045776370,-133.37600708007800,,,
ZFM,CZFM,67.40750122070310,-134.86099243164100,,,
QLD,DAAB,36.50360107421880,2.8141698837280300,,,
BUJ,DAAD,35.33250045776370,4.206389904022220,,,
BJA,DAAE,36.7120018005,5.0699200630200000,,,
ALG,DAAG,36.691001892089800,3.215409994125370,,,
DJG,DAAJ,24.292801,9.45244,,,
\N,DAAK,36.545799,2.87611,,,
\N,DAAN,26.7101,0.285647,,,
VVZ,DAAP,26.7234992981,8.62265014648,,,
\N,DAAQ,35.52539825439450,2.8787100315094000,,,
TMR,DAAT,22.8115005493,5.45107984543,,,
GJL,DAAV,36.7951011658,5.87361001968,,,
MZW,DAAY,33.535900116,-0.242353007197,,,
\N,DAAZ,35.752201,0.626272,,,
AAE,DABB,36.822201,7.809174,,,
CZL,DABC,36.2760009765625,6.620389938354490,,,
TEE,DABS,35.4315986633,8.12071990967,,,
HRM,DAFH,32.93040084838870,3.311539888381960,,,
TID,DAOB,35.3410987854,1.46315002441,,,
\N,DAOE,35.73540115356450,-0.8053889870643620,,,
TIN,DAOF,27.7003993988,-8.167099952700000,,,
CFK,DAOI,36.2126998901,1.33176994324,,,
TAF,DAOL,35.54240036010740,-0.5322780013084410,,,
TLM,DAON,35.0167007446,-1.45000004768,,,
ORN,DAOO,35.6239013672,-0.6211829781530000,,,
BFW,DAOS,35.1717987061,-0.593275010586,,,
MUW,DAOV,35.207698822021500,0.14714199304580700,,,
AZR,DAUA,27.837600708007800,-0.18641400337219200,,,
BSK,DAUB,34.793300628700000,5.73823022842,,,
ELG,DAUE,30.571300506591800,2.8595900535583500,,,
GHA,DAUG,32.38410186767580,3.794110059738160,,,
HME,DAUH,31.673000335700000,6.140439987180000,,,
INZ,DAUI,27.250999450700000,2.51202011108,,,
TGR,DAUK,33.06779861450200,6.088669776916500,,,
LOO,DAUL,33.764400482200000,2.92833995819,,,
TMX,DAUT,29.2371006012,0.276033014059,,,
OGX,DAUU,31.917200088501000,5.412779808044430,,,
IAM,DAUZ,28.0515,9.64291,,,
COO,DBBB,6.357230186462400,2.384350061416630,,,
OUA,DFFD,12.3532,-1.51242,,,
BOY,DFOO,11.160099983215300,-4.33096981048584,,,
ACC,DGAA,5.605189800262450,-0.16678600013256100,,,
TML,DGLE,9.55718994140625,-0.8632140159606930,,,
\N,DGLW,10.0826997756958,-2.507689952850340,,,
NYI,DGSN,7.361830234527590,-2.3287599086761500,,,
TKD,DGTK,4.896059989929200,-1.7747600078582800,,,
ABJ,DIAP,5.261390209198000,-3.9262900352478000,,,
BYK,DIBK,7.738800048828130,-5.073669910430910,,,
DJO,DIDL,6.792809963226320,-6.473189830780030,,,
HGO,DIKO,9.38718032837,-5.55666017532,,,
MJC,DIMN,7.272069931030270,-7.58735990524292,,,
SPY,DISP,4.746719837188720,-6.660820007324220,,,
